Differential gene expression in whole lung bulk RNA-seq data of three replicates of young (3 months) and old mice (22 months),ID,baseMean,gene name,log2FoldChange [old/young],lfcSE,stat,pvalue,padj,Old_1,Old_2,Old_3,young_1,young_2,young_3
,ENSMUSG00000076514,216.8602618,Igkv17-121,1.945390217,0.372173962,5.22709919,1.72E-07,1.84E-06,385.5576583,423.044915,223.7004678,125.507701,100.5581982,42.79263058
,ENSMUSG00000063089,1.096379797,Klk1b8,1.941202892,2.246729733,0.864012642,0.387580946,NA,2.559011006,2.087392673,0.743190923,0,0,1.188684183
,ENSMUSG00000075706,4871.426122,Gpx4,1.941061856,0.910828763,2.131094158,0.033081386,0.074054936,2746.671813,2783.19023,17659.70271,1661.290107,1472.557725,2905.144143
,ENSMUSG00000076668,3.260831772,Ighv7-4,1.937472248,1.688053115,1.147755501,0.251069512,0.378066744,0.853003669,4.174785346,10.40467292,0,4.132528694,0
,ENSMUSG00000074892,8.190207375,B3galt5,1.936495692,0.890923925,2.173581423,0.029736585,0.067942319,11.94205136,16.00334382,11.14786384,1.349545172,2.75501913,5.943420914
,ENSMUSG00000090101,7.188987377,Snhg9,1.935957995,0.94247814,2.054114481,0.039964613,0.086400578,7.677033019,13.22015359,13.37743661,1.349545172,2.75501913,4.754736732
,ENSMUSG00000091251,1.969484925,NA,1.935470183,1.899633881,1.018864846,0.308267135,0.441451647,0.853003669,4.870582903,3.715954615,0,0,2.377368366
,ENSMUSG00000063234,14.71757177,Gpr84,1.935074812,0.813576067,2.378480503,0.017384156,0.043270927,8.530036687,15.30754627,46.07783722,6.747725861,6.887547824,4.754736732
,ENSMUSG00000023484,30.53215937,Prph,1.932315587,0.489612245,3.94662431,7.93E-05,0.000409856,40.9441761,44.53104369,59.45527384,17.54408724,12.39758608,8.32078928
,ENSMUSG00000097874,3.213761217,C030010L15Rik,1.931129326,1.415124335,1.364635798,0.172367547,0.282428404,5.971025681,6.262178018,2.972763692,2.699090345,1.377509565,0
,ENSMUSG00000004455,1098.790864,Ppp1cc,1.928927377,0.928883078,2.07660945,0.03783762,0.08268742,600.5145828,516.2817877,4104.643468,457.4958134,483.5058572,430.3036742
,ENSMUSG00000018973,1.112786732,Hoxb1,1.927374862,2.200342657,0.875943052,0.381060993,NA,1.706007337,1.391595115,2.229572769,1.349545172,0,0
,ENSMUSG00000076731,31.76781715,Ighv8-12,1.923772151,0.607457661,3.166923846,0.001540607,0.005410543,29.85512841,54.96800705,66.14399215,20.24317758,2.75501913,16.64157856
,ENSMUSG00000059108,408.3216963,Ifitm6,1.921689215,0.665158358,2.889070239,0.003863828,0.012007721,290.0212474,393.12562,1255.249469,149.7995141,150.1485426,211.5857846
,ENSMUSG00000024675,625.7483281,Ms4a4c,1.919701265,0.322227226,5.957601058,2.56E-09,4.36E-08,691.7859753,769.5520987,1508.677574,290.152212,172.1886956,322.1334136
,ENSMUSG00000045912,1.104887838,C2cd4c,1.916340432,2.202315426,0.870148031,0.384219512,NA,1.706007337,2.087392673,1.486381846,1.349545172,0,0
,ENSMUSG00000097595,3.118378158,1500002F19Rik,1.915437331,1.419479979,1.349393693,0.177210546,0.288301749,5.971025681,1.391595115,7.43190923,1.349545172,1.377509565,1.188684183
,ENSMUSG00000025508,5798.778277,Rplp2,1.914851957,0.749729173,2.55405822,0.010647545,0.028545611,3887.137718,5149.597724,18463.0921,2291.527703,2067.641857,2933.672563
,ENSMUSG00000070803,69.61085059,Cited4,1.913930687,0.35460324,5.397386354,6.76E-08,8.07E-07,101.5074366,120.3729775,108.5058748,35.08817448,16.53011478,35.66052549
,ENSMUSG00000090550,2.137230793,Prlh,1.906685797,1.78341202,1.069122433,0.285014505,0.41584189,4.265018344,2.087392673,3.715954615,0,2.75501913,0
,ENSMUSG00000074115,10.23938897,Saa1,1.906546123,0.789026632,2.416326708,0.015677987,0.039720339,13.6480587,22.9613194,11.89105477,4.048635517,4.132528694,4.754736732
,ENSMUSG00000094089,20.44722452,NA,1.90469794,0.561407567,3.39271868,0.000692027,0.002702585,34.97315042,28.52769986,33.44359153,5.398180689,9.642566953,10.69815765
,ENSMUSG00000029371,47.37833278,Cxcl5,1.904462818,0.584008906,3.261016736,0.001110135,0.004081372,107.4784623,33.39828276,83.23738337,33.73862931,19.28513391,7.132105097
,ENSMUSG00000024184,10.12430634,Pdia2,1.904421079,0.815357015,2.335689821,0.019507413,0.047604572,9.383040356,22.26552184,16.35020031,4.048635517,2.75501913,5.943420914
,ENSMUSG00000019772,10.15761796,Vip,1.900584258,0.903140492,2.104417058,0.035342083,0.078105519,5.971025681,25.74450963,16.35020031,6.747725861,1.377509565,4.754736732
,ENSMUSG00000033774,8.367456316,Npbwr1,1.899396987,0.906717217,2.094806352,0.03618821,0.079621455,11.08904769,9.045368249,19.322964,4.048635517,5.510038259,1.188684183
,ENSMUSG00000029373,1101.503724,Pf4,1.897307814,0.269967166,7.027920616,2.10E-12,7.22E-11,2262.165729,999.1652927,1949.389791,457.4958134,446.313099,494.4926201
,ENSMUSG00000075031,6.068885767,Hist1h2bb,1.897216175,0.9911425,1.914170943,0.055598317,0.113491521,8.530036687,8.349570691,11.89105477,2.699090345,1.377509565,3.566052549
,ENSMUSG00000074252,2.984607522,Gm10654,1.896681686,1.426846898,1.329281851,0.183755,0.29643625,3.412014675,5.566380461,5.202336461,1.349545172,0,2.377368366
,ENSMUSG00000020419,4.123445464,Hormad2,1.896053974,1.286828288,1.473431996,0.140634588,0.240630373,9.383040356,4.174785346,5.945527384,4.048635517,0,1.188684183
,ENSMUSG00000076840,2.004193985,Trav14-1,1.89287879,1.760866992,1.074969773,0.282388262,0.413254234,0.853003669,4.174785346,4.459145538,1.349545172,0,1.188684183
,ENSMUSG00000076490,326.227053,Trbc1,1.892702065,0.215149171,8.797161771,1.40E-18,1.69E-16,469.1520178,539.2431071,534.3542736,148.4499689,103.3132174,162.8497331
,ENSMUSG00000093075,1.093750782,Gm25948,1.892493443,2.556262859,0.740336009,0.459096137,NA,1.706007337,3.478987788,0,0,1.377509565,0
,ENSMUSG00000080540,1.062279885,Gm22711,1.892422258,2.577855665,0.734107143,0.46288344,NA,1.706007337,3.478987788,0,0,0,1.188684183
,ENSMUSG00000035699,1.086585714,Slc51a,1.891099421,2.242738049,0.843210121,0.399110939,NA,0.853003669,2.087392673,2.229572769,1.349545172,0,0
,ENSMUSG00000032518,18025.0205,Rpsa,1.882681959,0.693442713,2.714978357,0.00662801,0.019072377,14640.10197,15912.19434,54526.43164,7275.398024,6145.070168,9650.926881
,ENSMUSG00000068246,243.5587052,Apol9b,1.882111056,0.46756428,4.025352524,5.69E-05,0.000306694,211.5449098,181.6031625,756.5683596,85.02134585,92.29314084,134.3213127
,ENSMUSG00000076677,130.0927753,Ighv6-3,1.878427909,0.39549594,4.749550425,2.04E-06,1.64E-05,189.3668145,320.0668765,104.0467292,63.4286231,53.72287303,49.92473568
,ENSMUSG00000032322,693.8828762,Pstpip1,1.876745135,0.247631009,7.578796961,3.49E-14,1.71E-12,787.3223862,981.0745562,1503.475237,325.2403865,297.542066,268.6426253
,ENSMUSG00000064542,2.937214157,Gm22980,1.875365034,1.601008007,1.171365181,0.241452022,0.367581977,3.412014675,9.741165806,0.743190923,1.349545172,0,2.377368366
,ENSMUSG00000070511,1.076182484,Gm10295,1.87431927,2.565141578,0.730688429,0.464969485,NA,0,1.391595115,3.715954615,1.349545172,0,0
,ENSMUSG00000085394,2.065104062,2210414B05Rik,1.873041389,1.827103263,1.0251426,0.305295907,0.438339984,1.706007337,2.78319023,5.202336461,2.699090345,0,0
,ENSMUSG00000099063,4.067830394,Mir7031,1.872424208,1.244205007,1.50491615,0.132345636,0.229670799,4.265018344,11.13276092,3.715954615,1.349545172,2.75501913,1.188684183
,ENSMUSG00000076672,212.082222,Ighv3-6,1.871538999,0.935982744,1.999544342,0.045549489,0.096347234,441.0028967,161.4250334,396.8639529,206.4804114,35.81524868,30.90578876
,ENSMUSG00000065818,5.181226273,Snord35a,1.870829769,1.182595393,1.581969438,0.113656548,0.203223191,5.118022012,13.22015359,5.945527384,4.048635517,2.75501913,0
,ENSMUSG00000076939,135.8230808,Iglv3,1.870245574,0.424233883,4.408524748,1.04E-05,6.91E-05,115.1554953,168.3830089,355.9884521,75.57452965,60.61042085,39.22657804
,ENSMUSG00000070645,2.082647231,Ren1,1.869616296,2.153861354,0.868030012,0.385377903,0.520079083,6.82402935,0,2.972763692,2.699090345,0,0
,ENSMUSG00000093599,2.010600097,Mir5620,1.869418049,1.788370507,1.045319212,0.295875461,0.427729292,5.971025681,2.78319023,0.743190923,0,1.377509565,1.188684183
,ENSMUSG00000065406,2.084828756,Mirlet7i,1.867334182,1.784273132,1.046551757,0.295306362,0.427160807,2.559011006,3.478987788,3.715954615,0,2.75501913,0
,ENSMUSG00000093973,5.014504777,Mrgpra2a,1.866590329,1.119329001,1.667597576,0.09539564,0.176312315,6.82402935,4.174785346,12.63424569,2.699090345,1.377509565,2.377368366
,ENSMUSG00000076928,322.8269552,Trac,1.866576888,0.250565647,7.449452502,9.37E-14,4.28E-12,534.8333003,374.339086,610.9029387,170.0426917,118.4658226,128.3778918
,ENSMUSG00000093816,3.98066904,Gm26445,1.865327476,1.282342809,1.454624663,0.145773199,0.247782485,9.383040356,3.478987788,5.945527384,2.699090345,0,2.377368366
,ENSMUSG00000078957,1.072944322,1700060C20Rik,1.862528253,2.543421487,0.732292411,0.46399011,NA,0,2.087392673,2.972763692,0,1.377509565,0
,ENSMUSG00000035448,135.1164476,Ccr3,1.85744136,0.526989587,3.524626303,0.000424081,0.001764062,173.1597448,397.9962029,63.91441938,74.22498447,63.36543998,38.03789385
,ENSMUSG00000031933,46.81652313,Izumo1r,1.856256617,0.513278614,3.616469817,0.000298648,0.001298989,111.7434806,42.44365101,66.14399215,28.34044862,9.642566953,22.58499947
,ENSMUSG00000024034,2.997776295,Tmprss3,1.855002499,1.375485121,1.348616914,0.177460045,0.288610774,2.559011006,5.566380461,5.945527384,1.349545172,1.377509565,1.188684183
,ENSMUSG00000062742,15.5250063,Gm5239,1.854422431,0.703706298,2.635222161,0.008408223,0.023312616,21.32509172,22.9613194,28.984446,4.048635517,2.75501913,13.07552601
,ENSMUSG00000033214,1.062889031,Slitrk5,1.852970397,2.631768234,0.704078107,0.481384133,NA,0.853003669,4.174785346,0,1.349545172,0,0
,ENSMUSG00000049985,24.88649144,Ankrd55,1.852880438,0.500843674,3.699518501,0.000216009,0.000985537,37.53216142,44.53104369,34.92997338,10.79636138,9.642566953,11.88684183
,ENSMUSG00000079163,1.036078866,Gm15498,1.852828908,2.650765355,0.698978846,0.484565251,NA,0.853003669,4.174785346,0,0,0,1.188684183
,ENSMUSG00000030963,1.036078866,Umod,1.852828908,2.650765355,0.698978846,0.484565251,NA,0.853003669,4.174785346,0,0,0,1.188684183
,ENSMUSG00000069305,1.989793637,Hist1h4n,1.85231503,1.724286956,1.074249865,0.282710708,0.41341403,4.265018344,1.391595115,3.715954615,0,1.377509565,1.188684183
,ENSMUSG00000037872,47.40368509,Ackr1,1.852286847,0.437112998,4.237546942,2.26E-05,0.00013677,81.8883522,51.48901926,89.18291076,29.68999379,17.90762434,14.26421019
,ENSMUSG00000028859,2566.301566,Csf3r,1.851554084,0.281733664,6.572001577,4.96E-11,1.25E-09,3432.486763,2853.465784,5770.877517,1475.052873,838.9033249,1027.023134
,ENSMUSG00000005705,115.8492909,Agrp,1.850790447,0.327881174,5.644698731,1.65E-08,2.32E-07,116.0084989,197.6065064,230.3891861,55.33135206,48.21283477,47.54736732
,ENSMUSG00000074812,1.060384695,Spdye4c,1.850457455,2.550149214,0.72562713,0.468067385,NA,0,2.78319023,2.229572769,1.349545172,0,0
,ENSMUSG00000065319,1.03357453,Gm26066,1.850276941,2.569468856,0.720100941,0.471462848,NA,0,2.78319023,2.229572769,0,0,1.188684183
,ENSMUSG00000055015,3.956276478,Gm9961,1.849890602,1.623438557,1.139489138,0.254499196,0.381860384,5.971025681,0,12.63424569,0,2.75501913,2.377368366
,ENSMUSG00000043126,7.041163869,D830039M14Rik,1.84893179,1.026511748,1.801179376,0.071674612,0.139970185,10.23604402,3.478987788,19.322964,2.699090345,4.132528694,2.377368366
,ENSMUSG00000068252,5.838500498,Apol7b,1.848301759,1.123124885,1.645677862,0.099830099,0.183007688,8.530036687,4.870582903,14.12062754,0,2.75501913,4.754736732
,ENSMUSG00000040705,7.071933204,A930016O22Rik,1.84738029,0.979539052,1.885969005,0.059299132,0.119510652,10.23604402,13.22015359,9.661481999,6.747725861,1.377509565,1.188684183
,ENSMUSG00000074254,50.44742618,Cyp2a4,1.8469839,0.570307815,3.238573714,0.00120129,0.004371729,49.47421279,122.4603701,64.6576103,43.18544551,11.02007652,11.88684183
,ENSMUSG00000078795,2.076170907,Ceacam15,1.842141569,1.896102734,0.971541012,0.331278941,0.465476085,6.82402935,1.391595115,1.486381846,0,2.75501913,0
,ENSMUSG00000028459,533.259635,Cd72,1.840933602,0.215992655,8.523130587,1.55E-17,1.54E-15,995.4552814,626.9135994,879.1948619,255.0640376,213.5139825,229.4160473
,ENSMUSG00000001020,2253.623298,S100a4,1.838585879,0.585816942,3.138498986,0.001698155,0.005892328,1964.467449,2154.189238,6448.667639,848.8639134,852.6784206,1252.873129
,ENSMUSG00000089983,1.052485801,2010320O07Rik,1.83809222,2.57566651,0.713637504,0.47545136,NA,0,3.478987788,1.486381846,1.349545172,0,0
,ENSMUSG00000072718,13.92624083,Klra10,1.835908462,0.745250217,2.463479274,0.013759585,0.035546817,10.23604402,34.09408032,20.80934584,5.398180689,8.265057389,4.754736732
,ENSMUSG00000044055,5.921933077,Otos,1.832361274,0.999185786,1.833854423,0.066675607,0.131720504,7.677033019,11.13276092,8.918291076,4.048635517,1.377509565,2.377368366
,ENSMUSG00000076462,19.52860788,Trbv2,1.829881282,0.645196004,2.836163384,0.004565908,0.013875952,21.32509172,50.09742415,20.06615492,8.097271034,6.887547824,10.69815765
,ENSMUSG00000000320,1181.779356,Alox12,1.828505442,0.292475006,6.25183488,4.06E-10,8.36E-09,2355.996133,951.8510588,2225.113623,533.070343,528.9636729,495.6813043
,ENSMUSG00000099025,3.970874956,Gm27162,1.82811525,1.303389156,1.402585898,0.160740359,0.26745007,7.677033019,3.478987788,7.43190923,4.048635517,0,1.188684183
,ENSMUSG00000033860,81.14318404,Fgg,1.828000869,0.63403069,2.883142563,0.003937292,0.012210581,41.79717977,285.2769986,52.76655553,43.18544551,23.4176626,40.41526222
,ENSMUSG00000024957,9.884947086,Kcnk4,1.826712778,0.883382446,2.067861759,0.038653024,0.084096931,11.08904769,7.653773134,27.49806415,6.747725861,2.75501913,3.566052549
,ENSMUSG00000093070,2.871145599,Gm25952,1.825234767,1.454086786,1.255244724,0.209389934,0.328709472,4.265018344,6.262178018,2.972763692,1.349545172,0,2.377368366
,ENSMUSG00000091233,1.032815575,Gm6434,1.824351604,2.66758011,0.683897589,0.494039837,NA,4.265018344,0,0.743190923,0,0,1.188684183
,ENSMUSG00000042357,54.34104332,Gjb5,1.824230663,0.3964231,4.601726446,4.19E-06,3.09E-05,92.12439622,67.49236309,95.12843814,17.54408724,19.28513391,34.4718413
,ENSMUSG00000040726,4.831500055,Hesx1,1.82349974,1.152301858,1.582484422,0.113539026,0.203031782,7.677033019,9.045368249,5.945527384,0,2.75501913,3.566052549
,ENSMUSG00000073752,1.845619772,Gm10570,1.819227259,1.933818541,0.940743519,0.346836312,NA,0.853003669,4.870582903,2.972763692,0,0,2.377368366
,ENSMUSG00000025929,0.426501834,Il17a,1.818050523,3.986201601,0.456085945,0.648328177,NA,2.559011006,0,0,0,0,0
,ENSMUSG00000079428,0.426501834,Tceal7,1.818050523,3.986201601,0.456085945,0.648328177,NA,2.559011006,0,0,0,0,0
,ENSMUSG00000034098,0.426501834,Fstl5,1.818050523,3.986201601,0.456085945,0.648328177,NA,2.559011006,0,0,0,0,0
,ENSMUSG00000068924,0.426501834,NA,1.818050523,3.986201601,0.456085945,0.648328177,NA,2.559011006,0,0,0,0,0
,ENSMUSG00000095829,0.426501834,Speer1,1.818050523,3.986201601,0.456085945,0.648328177,NA,2.559011006,0,0,0,0,0
,ENSMUSG00000036915,0.426501834,Kirrel2,1.818050523,3.986201601,0.456085945,0.648328177,NA,2.559011006,0,0,0,0,0
,ENSMUSG00000098682,0.426501834,Otx2os1,1.818050523,3.986201601,0.456085945,0.648328177,NA,2.559011006,0,0,0,0,0
,ENSMUSG00000065853,0.426501834,Gm22354,1.818050523,3.986201601,0.456085945,0.648328177,NA,2.559011006,0,0,0,0,0
,ENSMUSG00000094096,0.426501834,Gm25649,1.818050523,3.986201601,0.456085945,0.648328177,NA,2.559011006,0,0,0,0,0
,ENSMUSG00000089697,0.426501834,Gm15947,1.818050523,3.986201601,0.456085945,0.648328177,NA,2.559011006,0,0,0,0,0
,ENSMUSG00000054672,91.83371406,5830411N06Rik,1.816780048,0.417563416,4.350908101,1.36E-05,8.74E-05,116.0084989,229.613194,83.23738337,41.83590034,48.21283477,32.09447294
,ENSMUSG00000058762,3.83712945,NA,1.816131443,1.405316001,1.292329584,0.196243031,0.312807712,1.706007337,12.52435604,3.715954615,2.699090345,0,2.377368366
,ENSMUSG00000079508,233.6124647,Apoo,1.813426663,0.943069268,1.922898694,0.054492774,0.111622666,116.8615026,118.9813823,855.4127524,86.37089103,90.91563127,133.1326285
,ENSMUSG00000095711,2.939606631,Trav14-2,1.811626547,1.460027727,1.240816536,0.214673531,0.33521233,3.412014675,1.391595115,8.918291076,1.349545172,1.377509565,1.188684183
,ENSMUSG00000065466,1.041348745,n-R5s89,1.80881039,3.050586281,0.59293861,0.553222237,NA,0,4.870582903,0,0,1.377509565,0
,ENSMUSG00000024770,12.67202486,Lipn,1.808624096,0.685919436,2.636787938,0.008369514,0.02321193,18.76608071,18.0907365,22.29572769,4.048635517,6.887547824,5.943420914
,ENSMUSG00000022902,2.829532678,Stfa2,1.806347972,1.589222443,1.136623749,0.255695607,0.383276506,0.853003669,3.478987788,8.918291076,1.349545172,0,2.377368366
,ENSMUSG00000086756,12.60352218,Gm14051,1.805758922,0.772778844,2.336708537,0.019454344,0.047493796,13.6480587,13.22015359,31.95720969,8.097271034,2.75501913,5.943420914
,ENSMUSG00000071229,1.911924408,Timm8a2,1.802982395,1.843493215,0.978024969,0.328061975,0.46209889,0.853003669,1.391595115,6.688718307,1.349545172,0,1.188684183
,ENSMUSG00000015316,184.9798235,Slamf1,1.80237968,0.37547873,4.800217787,1.58E-06,1.31E-05,374.4686106,142.6384993,345.5837792,109.313159,60.61042085,77.26447189
,ENSMUSG00000076445,40.50583109,Gm24865,1.802073657,0.415940448,4.332528047,1.47E-05,9.42E-05,58.85725314,74.45033866,55.73931922,13.49545172,17.90762434,22.58499947
,ENSMUSG00000069607,8.754244116,Cd300ld3,1.801420457,1.14358672,1.5752373,0.11520168,0.205436462,5.971025681,1.391595115,33.44359153,5.398180689,2.75501913,3.566052549
,ENSMUSG00000076676,15.98271171,Ighv12-3,1.79881386,0.776925637,2.315297338,0.020596665,0.049823678,12.79505503,25.74450963,35.6731643,8.097271034,12.39758608,1.188684183
,ENSMUSG00000049988,338.2425186,Lrrc25,1.79870535,0.36118875,4.979959503,6.36E-07,5.87E-06,339.4954602,350.681969,885.8835802,182.1885983,148.771033,122.4344708
,ENSMUSG00000090358,2.000806013,Gm2822,1.798256692,1.695843331,1.060390815,0.288966839,0.420090824,4.265018344,2.78319023,2.229572769,1.349545172,1.377509565,0
,ENSMUSG00000031074,2.994097778,Fgf3,1.797940734,2.37155996,0.758125776,0.44837569,0.580758411,0,13.91595115,0,4.048635517,0,0
,ENSMUSG00000087642,5.703791759,Ighe,1.793942577,1.09874234,1.632723626,0.102527136,0.186944231,5.118022012,11.82855848,9.661481999,4.048635517,0,3.566052549
,ENSMUSG00000097971,104.7142477,Gm26917,1.793286862,0.385493307,4.651927357,3.29E-06,2.49E-05,125.3915393,193.431721,169.4475304,29.68999379,33.06022955,77.26447189
,ENSMUSG00000045232,8.91915002,Rln3,1.790944685,1.012074261,1.769578335,0.076797411,0.147805181,4.265018344,11.82855848,25.26849138,2.699090345,8.265057389,1.188684183
,ENSMUSG00000095700,86.20746142,Ighv10-3,1.788469086,1.222025311,1.463528676,0.143322773,0.244603863,23.03109906,244.2249427,133.7743661,93.11861689,12.39758608,10.69815765
,ENSMUSG00000094619,1.813651126,Trav14d-3-dv8,1.788280186,2.227567166,0.802795181,0.422093128,NA,2.559011006,0,5.945527384,0,0,2.377368366
,ENSMUSG00000086105,19.40507025,Gm11636,1.785094708,0.684597032,2.607511609,0.009120298,0.024986729,21.32509172,48.70582903,20.06615492,4.048635517,15.15260521,7.132105097
,ENSMUSG00000095369,3.829521101,Gm21859,1.78410568,1.284844115,1.388577539,0.164961251,0.273211347,7.677033019,3.478987788,6.688718307,0,2.75501913,2.377368366
,ENSMUSG00000048521,596.7986362,Cxcr6,1.782969676,0.173687619,10.26538155,1.01E-24,4.16E-22,803.5294559,923.3233589,1047.899201,263.1613086,257.5942886,285.2842039
,ENSMUSG00000068606,40.32819163,Gm4841,1.781644039,0.474882618,3.751756689,0.0001756,0.000822265,52.03322379,41.0520559,94.38524722,16.19454207,19.28513391,19.01894693
,ENSMUSG00000024340,26.92955696,Btnl2,1.781065582,0.556714006,3.199246941,0.001377871,0.004915301,22.17809539,50.09742415,52.76655553,16.19454207,9.642566953,10.69815765
,ENSMUSG00000094546,349.2682745,Ighv1-26,1.776565206,1.050025239,1.691926194,0.090660047,0.169010065,528.0092709,861.3973763,232.6187589,365.7267417,75.76302606,32.09447294
,ENSMUSG00000021384,194.2673629,Susd3,1.775271254,0.335537727,5.290824588,1.22E-07,1.35E-06,203.8678768,251.8787159,446.6577447,87.7204362,66.12045911,109.3589448
,ENSMUSG00000028255,211.1884037,Clca1,1.774922252,1.18811241,1.493900945,0.135201511,0.233374874,812.0594926,121.7645726,46.82102815,155.1976948,38.57026781,92.71736627
,ENSMUSG00000091906,1.959541033,1700099I09Rik,1.773255936,1.818662936,0.975032757,0.329544012,0.463441437,2.559011006,2.78319023,3.715954615,2.699090345,0,0
,ENSMUSG00000057191,832.791349,AB124611,1.771699059,0.260797181,6.793398051,1.10E-11,3.25E-10,900.7718742,1100.055939,1863.922835,402.1644613,355.3974677,374.4355176
,ENSMUSG00000084446,1.977495217,n-R5s207,1.771533723,2.034952444,0.870552886,0.383998331,0.518903642,1.706007337,0,7.43190923,1.349545172,1.377509565,0
,ENSMUSG00000049396,4.786499163,Gemin4,1.770149379,1.173177121,1.50885092,0.131336885,0.228349493,7.677033019,4.870582903,9.661481999,0,4.132528694,2.377368366
,ENSMUSG00000037737,1.030186559,Actrt3,1.769257776,2.605363356,0.679082928,0.497085319,NA,3.412014675,1.391595115,0,0,1.377509565,0
,ENSMUSG00000046317,1.884989563,BC107364,1.768984775,1.782587124,0.992369322,0.321017398,0.454848946,0.853003669,4.174785346,3.715954615,0,1.377509565,1.188684183
,ENSMUSG00000054342,366.5028547,Kcnn4,1.768585836,0.191591779,9.23101109,2.68E-20,4.72E-18,578.3364874,505.8448244,615.3620842,187.5867789,168.0561669,143.8307861
,ENSMUSG00000030724,1475.92815,Cd19,1.768551146,0.188192229,9.397577967,5.58E-21,1.19E-18,2170.894337,2424.854488,2250.382115,834.0189165,527.5861633,647.8328797
,ENSMUSG00000097263,4.812645714,Gm26804,1.767637411,1.161970871,1.521240725,0.128199439,0.224039874,3.412014675,6.957975576,11.89105477,4.048635517,1.377509565,1.188684183
,ENSMUSG00000032021,49.02242488,Crtam,1.766529143,0.4014552,4.400314513,1.08E-05,7.14E-05,64.82827882,84.88730203,77.29185599,32.38908413,19.28513391,15.45289438
,ENSMUSG00000029322,2244.412363,Plac8,1.764273901,0.75409896,2.339578747,0.019305501,0.047206918,1754.628547,1526.579841,7122.741806,1045.897509,672.2246676,1344.401811
,ENSMUSG00000036835,1120.262358,Psenen,1.763653737,0.747179583,2.360414788,0.018254512,0.045080505,757.4672578,802.2545839,3632.717232,524.973072,422.8954364,581.2665654
,ENSMUSG00000052295,4.5609567,8030423F21Rik,1.761583156,1.262404792,1.395418623,0.162889639,0.270265195,3.412014675,11.13276092,6.688718307,0,1.377509565,4.754736732
,ENSMUSG00000059763,9.437016827,Taar2,1.760081155,0.819931821,2.146618914,0.031823633,0.07171971,8.530036687,18.0907365,17.09339123,5.398180689,2.75501913,4.754736732
,ENSMUSG00000050558,0.40819971,Prokr2,1.759661814,3.989446628,0.441079172,0.659155682,NA,1.706007337,0,0.743190923,0,0,0
,ENSMUSG00000087540,0.40819971,Gm11412,1.759661814,3.989446628,0.441079172,0.659155682,NA,1.706007337,0,0.743190923,0,0,0
,ENSMUSG00000034690,0.40819971,Nlrp4c,1.759661814,3.989446628,0.441079172,0.659155682,NA,1.706007337,0,0.743190923,0,0,0
,ENSMUSG00000020226,0.40819971,Slc5a4b,1.759661814,3.989446628,0.441079172,0.659155682,NA,1.706007337,0,0.743190923,0,0,0
,ENSMUSG00000086835,0.40819971,Gm11775,1.759661814,3.989446628,0.441079172,0.659155682,NA,1.706007337,0,0.743190923,0,0,0
,ENSMUSG00000069189,0.40819971,Zdhhc11,1.759661814,3.989446628,0.441079172,0.659155682,NA,1.706007337,0,0.743190923,0,0,0
,ENSMUSG00000021086,0.40819971,Ccdc175,1.759661814,3.989446628,0.441079172,0.659155682,NA,1.706007337,0,0.743190923,0,0,0
,ENSMUSG00000085120,0.40819971,Gm16086,1.759661814,3.989446628,0.441079172,0.659155682,NA,1.706007337,0,0.743190923,0,0,0
,ENSMUSG00000046160,0.40819971,Olig1,1.759661814,3.989446628,0.441079172,0.659155682,NA,1.706007337,0,0.743190923,0,0,0
,ENSMUSG00000091285,0.40819971,Gm17430,1.759661814,3.989446628,0.441079172,0.659155682,NA,1.706007337,0,0.743190923,0,0,0
,ENSMUSG00000063646,129.4522351,Jakmip1,1.758310645,0.265752745,6.616340474,3.68E-11,9.58E-10,181.6897814,235.1795745,182.8249671,63.4286231,48.21283477,65.37763006
,ENSMUSG00000078780,247.1929922,Gm5150,1.757309318,0.385324406,4.560596973,5.10E-06,3.68E-05,232.8700016,250.4871207,661.4399215,106.6140686,95.04815997,136.698681
,ENSMUSG00000056487,14.00476553,Mettl7a2,1.756832954,0.691664685,2.540006729,0.011085034,0.029555008,14.50106237,22.9613194,27.49806415,4.048635517,5.510038259,9.509473463
,ENSMUSG00000024672,376.1938483,Ms4a7,1.755484078,0.246932161,7.10917555,1.17E-12,4.24E-11,475.1230435,484.9708976,781.0936601,194.3345048,161.1686191,160.4723647
,ENSMUSG00000028602,59.40639602,Tnfrsf8,1.754933523,0.361367988,4.856361323,1.20E-06,1.03E-05,87.85937788,75.84193378,111.4786384,29.68999379,20.66264347,30.90578876
,ENSMUSG00000039001,5806.927214,Rps21,1.754571089,0.699049491,2.509938298,0.012075226,0.031823046,4491.917319,5655.442548,16729.22768,2244.293621,1947.798525,3772.883596
,ENSMUSG00000016283,112.5609105,H2-M2,1.754006142,0.446991157,3.924028731,8.71E-05,0.000445772,311.3463391,94.62846783,115.1945931,59.37998758,41.32528694,53.49078823
,ENSMUSG00000076476,10.55023777,Trbv20,1.75383378,0.852626519,2.056977752,0.039688366,0.085947125,16.20706971,13.22015359,19.322964,10.79636138,1.377509565,2.377368366
,ENSMUSG00000045318,9.296388191,Adra2c,1.753412749,0.894948226,1.959233728,0.050085421,0.10415825,20.47208805,16.00334382,6.688718307,1.349545172,4.132528694,7.132105097
,ENSMUSG00000026011,66.59392519,Ctla4,1.752766378,0.367189747,4.773462203,1.81E-06,1.48E-05,110.0374733,71.66714843,126.3424569,36.43771965,28.92770086,26.15105202
