,HSC 1,HSC 2,HSC 3,HSC 4,HSC 5,HSC 6,MPPa 1,MPPa 2,MPPa 3,MPPa 4,MPPa 5,MPPa 6,MPPb 1,MPPb 2,MPPb 3,MPPb 4,MPPb 5,MPPb 6,MPPc 1,MPPc 2,MPPc 3,MPPc 4,MPPc 5,MPPc 6,CLP 1,CLP 2,CLP 3,CLP 4,CLP 5,CLP 6,CMP 1,CMP 2,CMP 3,CMP 4,CMP 5,CMP 6,MEP 1,MEP 2,MEP 3,MEP 4,MEP 5,MEP 6,GMP 1,GMP 2,GMP 3,GMP 4,GMP 5,GMP 6,Old HSC 1,Old HSC 2,Old HSC 3,Old HSC 4,Old HSC 5,Old HSC 6,Old MPPa 1,Old MPPa 2,Old MPPa 3,Old MPPa 4,Old MPPb 1,Old MPPb 2,Old MPPb 3,Old MPPb 4,Old MPPc 1,Old MPPc 2,Old MPPc 3,Old MPPc 4
5730508B09Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.27182567,0,25.0600908,0,0,0,35.61029662,0,0,14.17651496,18.39666301,0,0,0,0,0,9.095421952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6030458C11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.29795308,0,0,0,0,0,0,0,0,31.48445054,0,0,0,0,0,0,0,0,0,0,14.36204705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6330403A02Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2989489,32.798293,20.36000138,43.78964717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9130401M01Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.96194881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.526238679,27.16012319,51.4076787,18.70846144,0,0,0,0,0,0,0,10.49428403,0,0,0,0,0,0,0,0,0,0,5.206678601
9230110C19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,7.626734307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9430016H08Rik,191.7495644,0,0,0,40.46602413,16.05924242,53.62871901,0,23.21514334,28.7305861,74.58716799,15.12967965,14.38808056,0,17.32253533,19.78118795,19.62829111,48.76512186,62.36644771,19.47678762,0,0,13.32085529,23.35754777,0,0,19.40278824,81.13385514,48.37009751,37.53775743,18.88914943,32.54783646,91.37330766,9.359037411,23.36022677,15.83468453,0,0,0,0,39.70170674,24.20094217,11.85560978,9.031740529,16.03377043,19.37068331,27.53480841,11.88534767,85.63464678,4.973961677,17.73032897,27.76912907,26.22671823,92.45734957,0,0,22.43651479,16.5107066,0,0,16.19373713,19.85743256,0,0,24.46273036,3.538896957
9930111J21Rik1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.20084749,101.4592689,0,18.78193356,0,0,0,0,0,71.921329,0,0,0,0,0,0,0,0,0,0,0,0,0,117.0124599,0,0,0,0,0,0,0,0,0,0,0,18.19515356,0,0,0,0,0,0,0,58.15962658,0,0
A230050P20Rik,0,0,57.79334348,0,0,0,0,0,0,6.473175423,18.12148176,0,29.94695648,17.74542876,87.52910972,95.4125213,0,23.61157517,114.5983679,0,102.3030017,51.50337508,16.74528942,0,0,0,0,0,0,0,32.44465324,17.69262146,38.09144555,30.58529654,0,0,0,0,0,0,0,0,0,0,0,0,62.27137242,0,72.07258824,200.4328752,24.92611634,0,0,7.255529875,40.60850929,64.71513371,0,38.4481384,0,0,0,0,2.863945109,0,38.10991355,50.39637156
A2m,1176.834988,380.2608228,408.3368381,475.4415425,606.7936025,612.2089932,244.4313598,200.8289348,239.3936666,300.7303066,171.7764639,131.5990438,114.5128344,156.029051,122.9873678,107.1422495,96.49700875,78.12801089,96.52369901,242.2468154,103.181319,151.6550847,68.83376875,87.01527262,151.2956761,211.9845112,175.64315,215.0808929,147.2434748,160.6393734,82.00957932,88.56929026,84.57323459,65.70249257,0,0,328.8631456,304.0204615,320.9823016,283.449485,0,0,59.43783336,345.7443001,36.43136371,47.45114218,138.7729916,0,92.58731745,174.0174321,108.3159108,59.54421247,144.9176439,109.3561788,172.6129618,145.9692681,55.09037101,62.37492822,213.8944493,183.5620362,76.16599131,107.3513779,133.9576493,148.1315207,155.4201433,153.272576
A630001G21Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.95512703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.94004638,0,37.05674738,56.29180536,0,0,0,20.31432702,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A830080D01Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.7049834,133.9953104,82.53668933,81.90987597,245.3628513,130.3867551,0,131.3485734,0,50.34324434,0,0,0,0,0,0,33.90438868,123.4900976,28.64151916,50.00653305,0,0,0,0,0,0,0,1.591865112,0,76.00166964,0,0,120.9128678,0,0,0,0,0,0,0,0,0,51.33404552,0,0,0,23.59678359,0,115.7446678,98.41542976,0,90.52925336
Aaas,0,0,0,0,0,0,0,0,11.0173245,0,9.787280685,76.77199007,30.94080387,115.3620747,40.97146509,34.75580636,63.45242673,59.40426347,0,2.236295805,90.50744803,0,63.17252766,82.52716581,0,0,35.57981862,44.66261344,81.12006262,104.84229,36.89458099,32.55042209,62.70513091,0,76.28320183,126.2912166,10.354175,0,0,11.93757029,65.5400209,93.1199858,18.026488,112.1042368,132.1325478,54.88690808,55.5392584,145.5398903,88.66582868,0,26.86859458,25.70087223,53.35035147,89.08655103,18.3863779,11.03279889,84.77230291,87.35719983,58.95682954,0,12.13040098,97.22544641,25.56232492,4.56400246,125.9370491,90.3775632
Aacs,0,0,0,0,40.33611341,24.7292279,148.0971038,0,69.57955645,103.3714863,43.36436098,32.18974051,12.25357719,0,17.77240914,0,34.28968027,4.775762521,17.3257554,52.97444946,0,0,0,0,0,0,53.40153905,58.33895744,47.8520685,126.6857939,44.54122208,0,18.87289652,46.29867161,0,0,0,0,0,0,0,0,16.28640847,61.76947416,88.40677593,88.66311832,87.09526309,66.04737439,0,0,0,21.50113672,19.48406491,0,0,0,29.66809156,20.89364048,0,0,0,15.13611227,0,0,68.90546103,11.92499317
Aadac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.073137405,0,0,0,0,0,0,0,0,0,0,0,0,0
Aagab,0,152.1988328,0,0,0,0,0,0,60.63980236,73.29068488,29.53237075,49.24534531,11.14385541,0,29.21360125,82.3715836,46.03088702,15.38276636,9.295232494,41.57657713,36.32047256,44.73955796,32.11784393,57.14925266,0,0,0,0,0,26.38772404,32.62351806,0,16.82519094,5.928723488,0,0,0,0,0,0,0,0,0,57.747285,100.2732585,83.28644248,0,39.00399999,0,0,0,0,56.113358,0,0,0,8.171220411,0,0,0,0,0,0,0,4.864361916,0
Aak1,179.4985032,0,0,0,94.68860314,301.0771767,48.61449966,65.11530004,72.8270366,182.6425336,141.5689594,96.96912364,134.3632303,137.1168523,94.17823054,187.2960277,120.4401119,142.4831589,55.51178482,116.604504,148.4967258,111.7496946,164.8115991,113.8250749,115.8207732,218.0724699,133.2274854,131.1930695,203.357403,136.204378,171.0645674,228.2187917,212.6246879,75.75519228,74.43427491,70.68644543,0,20.83108511,63.81356552,396.3341375,27.39581204,72.15125778,131.4241239,114.076293,115.2297263,106.6168611,152.8338731,94.09284067,284.4656059,328.738931,201.6974393,240.0864234,238.4869787,190.9081252,140.3321452,201.3781396,245.2765727,218.7438372,273.062886,120.4629608,147.6208619,140.1785968,107.3064555,167.3383743,237.3525011,224.7548921
Aamdc,56.70089537,0,0,0,106.8547712,43.12614339,0,0,11.20485873,0,48.93005699,56.55733331,34.80409988,42.1576126,33.65798838,10.80511827,81.08709855,56.62277471,13.95857313,77.83119862,67.62529274,158.8540537,43.93294394,45.91582104,0,0,34.9374037,55.26625756,52.75900803,46.62240186,22.75265353,26.5886049,115.2429702,0,19.77674742,14.34212424,0,0,0,0,34.57119822,21.98184296,0,21.39937025,27.85155714,43.44353225,58.14007648,8.352752372,130.5818799,123.7792291,75.8472103,47.10837662,69.89733554,104.5150035,77.68446116,72.62611641,133.8367059,97.68167226,79.23664031,95.83663341,77.17192211,104.7143732,86.14000753,74.6828315,67.78681056,44.40096489
Aamp,97.09552825,90.20141379,0,115.941653,26.82539854,147.671566,153.5766375,157.6159142,160.4977933,234.2061649,70.39173062,140.5819975,73.61205308,131.7331997,129.3677259,136.5064454,88.19914497,149.2290116,133.2260488,97.66655772,81.05085671,147.1369003,112.0905209,120.3252471,53.12107314,205.6415892,151.6122178,145.4784789,104.2175675,166.4351558,160.6498241,254.3113015,131.6263322,256.0903189,89.0034442,73.93378636,226.1740303,222.1744149,53.92574722,199.6306186,153.9036645,173.9205764,162.1944478,180.5253507,185.4064374,158.1695498,133.4991254,160.1371197,113.2154131,95.01208325,66.84834234,89.95471051,84.81253284,93.28803081,126.5590864,123.5244241,133.4058101,94.70412994,222.9960784,151.9287695,92.85420088,74.84259693,210.1805623,152.7478446,126.7303772,133.405722
Aar2,0,0,0,0,0,0,0,0,0,0,7.962807734,14.32060201,17.56616236,0,0,12.92102426,31.29220674,17.66647249,0,0,24.37278789,0,12.44474946,18.91907611,0,0,0,29.79581864,0,0,8.999313785,53.43801309,26.3054338,14.282546,0,5.969133652,0,0,0,0,23.71616051,22.70099746,0,81.11248567,95.28327976,41.96011095,0,77.355328,0,0,9.654135437,0,24.0061618,18.81633164,0,0,21.16533738,0,0,0,8.588677153,0,27.66515469,0,0,0
Aars,0,123.8644114,182.9666092,0,214.5943043,224.7823277,192.802997,313.2056162,203.5706445,153.6241926,322.1648727,294.8511728,349.5505667,196.3657432,309.6764092,257.6899301,311.3010804,311.3245497,342.0613659,109.170369,264.1241111,149.4040254,449.2098155,357.3822218,302.9614212,280.9715785,453.0569282,411.6322942,392.3064866,257.6991417,329.3743002,385.7401271,130.3230975,369.2872366,438.0595026,352.6405398,337.4432488,227.0959382,328.6718262,183.4351826,452.2725021,453.2801073,419.1738369,503.5121017,345.2525125,426.9695417,197.3437191,436.2965291,197.6062124,174.2405621,151.8065519,237.9381389,293.270755,419.4157168,348.2116384,367.9361448,308.217645,289.0290026,368.3177656,231.5913813,345.9714364,322.0350555,381.7771945,383.7577121,322.8047445,283.2816738
Aars2,0,0,0,0,0,0,0,0,0,0,0,8.564023013,14.42681277,0,55.31177357,33.58906832,0,31.87893648,0,0,50.35728645,66.36432902,29.81349447,36.86919475,0,0,0,37.61432871,0,0,34.61248363,107.4136062,45.63920034,0,48.84881381,19.46223644,9.701517193,15.08336255,0,0,55.62303662,77.54406341,0,100.716854,15.39002025,61.08363734,79.66877552,75.74883949,0,0,0,0,0,55.00355033,160.7612006,41.07549751,31.15431323,46.27641868,0,0,46.40625976,22.60640909,39.13665355,51.47213658,0,37.64619608
Aarsd1,36.79211004,0,0,0,0,0,120.0141944,52.15340803,47.46122683,106.5612374,194.5865009,205.1248477,129.4458726,84.79744417,69.32741959,72.82751611,85.16106536,73.58131818,99.73769237,22.04710949,89.19780581,87.5020311,141.4717433,166.5043049,54.78334116,63.81060265,167.3385989,119.5078497,157.8035197,170.7510186,111.3964406,207.177155,104.4079695,128.3854168,220.5220708,146.9181953,220.0004661,207.510874,101.8669828,104.4406171,148.7801108,170.8918952,192.8845255,240.1136959,164.0058893,181.2346852,268.5252683,153.745314,0,0,20.69556761,29.59696006,110.612675,74.41012641,44.16602685,26.64534573,150.9014394,151.2473729,0,0,177.988389,157.6835318,97.6188744,100.8697699,110.7838057,126.6848759
Aasdhppt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.16411283,88.03541741,0,53.08710676,0,0,24.17036443,0,0,0,0,0,0,0,0,0,0,108.1862481,0,62.78707336,0,0,0,61.89347215,0,0,40.01768833,47.00580328,36.35513703,0,18.07529698,13.02622501,0,47.3899787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268.6294163,0,0,0,0,0,0
Aatf,410.0106442,0,0,0,103.5094245,35.31621345,0,0,114.0826986,276.6796353,145.7112137,106.7974057,87.21191282,83.46543078,112.5269921,206.000116,80.251517,117.3722701,295.9234805,45.86901464,190.1066551,111.1968682,58.27950137,70.89088138,129.4617923,225.5065996,90.39942468,58.12725568,249.5078882,144.8862086,95.6815914,203.6186467,138.0659679,105.1958806,97.15214923,87.7991773,245.3648705,138.9577586,79.16894561,95.40070002,143.1266755,159.0086421,56.07570816,82.47993978,82.16985725,128.7135209,102.3858588,71.65386618,77.5796156,48.34011035,118.7665729,125.2193414,72.31753226,63.54639163,135.8986153,217.5888157,92.23114957,87.88506443,0,281.415158,59.77105549,65.14252989,138.4132072,115.9945981,79.11041678,43.34693094
Aatk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.80010512,17.8668433,87.58639822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abca14,0,0,0,0,175.7242013,0,0,0,0,99.94025554,0,0,0,42.28630791,78.79596081,64.926928,0,61.7346688,0,0,49.97706876,0,43.91418541,28.34970155,0,0,0,0,0,136.480411,0,52.92594459,187.5850039,50.95378788,37.01793839,0,0,0,0,0,0,0,79.48851717,57.86195421,0,0,0,0,0,98.6133141,0,0,0,0,63.80763398,40.53335539,110.0114862,98.50408704,0,98.18720572,48.07345107,36.51812917,127.8397458,52.96383384,66.78450052,0
Abca2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.83318827,0,0,14.01556227,0,0,0,0,0,0,0,0,0,125.573754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abca3,0,0,0,4009.257962,0,0,0,0,0,0,0,325.549756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767.9763715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717.7689906,0,0,0,0,478.3060696,0,0,0,635.2813213,0,0,393.7038358,302.5443271,0,631.3477972,0
Abca6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.9159088,0,0,0,0,0,0
Abca7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.63658635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abcb10,0,0,0,0,0,0,166.0011974,0,0,0,0,0,34.73980399,0,73.18535151,148.0287791,85.55223954,60.87336372,0,115.1743862,78.73570883,64.74654788,0,0,0,0,0,0,0,0,141.6064643,161.3513342,0,55.05071148,38.77008689,106.0674507,167.357023,116.8083751,0,0,90.95594442,118.2926681,90.23660419,34.66701031,78.52549473,109.7481728,109.4323831,83.98969583,0,0,71.12017381,48.60054888,0,15.17975092,0,53.86615926,105.2751494,85.85494443,0,0,0,56.0785706,0,0,0,0
Abcb11,0,0,0,0,0,0,0,0,54.6084476,0,0,0,0,0,49.67053906,41.64556188,0,15.87483989,0,0,90.46712001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.51689475,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abcb1b,0,0,0,0,0,0,0,0,0,33.69563651,0,0,0,0,0,0,0,0,0,61.73507894,0,131.493746,0,0,0,0,0,0,0,0,0,0,0,0,41.10051516,0,0,0,0,0,0,0,0,0,38.62123539,0,0,0,0,0,153.8173602,101.9883504,118.6441549,123.0663106,0,0,0,26.32611814,0,0,0,0,0,0,0,0
Abcb4,0,0,0,0,0,0,0,0,0,0,26.97355188,44.7302031,0,0,30.99493256,11.43384585,0,0,0,0,126.0953106,0,0,0,0,0,0,0,0,0,0,14.44858252,0,0,0,0,24.08789573,0,36.26776181,24.3973144,34.24741175,59.88233705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.46472403,0,0,0,0,0,0,0,0,0
Abcb7,0,0,0,0,0,0,42.98407627,101.1531833,0,0,96.59787165,73.60005164,32.68005828,8.823026502,33.79104965,46.75977143,45.98197363,41.73221017,0,73.54478168,76.25505001,36.40963285,85.64772146,24.06634665,30.07885492,134.4802511,0,0,88.12613622,58.50138713,60.07484511,65.24316842,129.2659041,68.8874743,103.9140156,63.10778316,33.79494283,59.55077705,116.7772581,119.6524276,51.19357601,110.5817337,40.77058,59.76603478,88.40070355,127.7655174,132.5217777,64.82596893,0,0,49.34249504,0,85.14616898,42.48988604,22.6906726,0,48.02343659,88.99027707,0,0,74.61061884,75.54374952,42.6107926,0,38.59280469,12.54694307
Abcb8,0,0,238.0856201,0,0,0,0,0,0,0,0,0,0,0,19.70566967,44.66432443,55.18639654,36.91969128,0,0,69.09129612,110.494723,0,0,0,0,0,0,0,11.37702424,25.67048344,32.99779252,46.64912697,0,36.29276962,0,0,0,0,0,39.55526871,37.16797452,0,0,69.04837716,40.37022451,94.38698946,32.90882747,0,11.40938117,47.57390797,84.50860188,11.46852617,49.26185626,0,0,83.62320882,47.83898202,0,0,19.5158974,0,0,0,36.27304698,11.79709953
Abcc1,0,0,0,0,11.20319755,0,0,0,0,0,0,28.08552014,42.84690826,59.48831141,21.780475,58.050656,0,34.99007795,53.119695,0,37.43937923,173.1941301,6.745460404,0,0,0,0,0,0,0,56.90470734,43.89108441,32.41494853,43.193058,0,0,0,0,0,0,0,0,0,24.35942398,18.19997541,8.577453852,50.25047827,16.99538726,0,26.33354125,37.5684861,4.613364013,54.23102455,17.81250285,0,0,5.968184558,28.51143058,0,0,29.05979827,18.06837951,0,13.8509978,78.52479743,5.494059554
Abcc4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.20295029,16.00416074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.24625433,0,0,0,0,32.17718758,0,60.85176297,0,46.9434329,33.44034126,0,119.5613723,0,0,0,0,0,23.50571009,0,0,0,0,0,0,32.73352348,22.39840646,0,0,0,0
Abcd1,0,0,0,0,0,0,0,0,0,0,0,12.70479519,9.735983707,44.41116551,0,0,0,0,21.17665417,0,45.23365401,106.7196565,23.48514586,22.14228337,0,0,76.31373851,19.87033779,64.63976496,59.82324821,13.4624893,14.52948382,46.63762762,31.34827688,47.71109355,56.58583993,0,0,0,0,33.15171528,7.319508394,62.52539538,172.2589398,104.7975712,93.6699651,83.07338447,68.51669394,30.94797983,57.55406723,0,0,34.18781645,15.42473335,45.77120492,19.14666831,34.23159712,49.03400711,0,59.97563239,25.96202782,31.23643739,96.93414076,77.61247438,53.46332515,38.41963362
Abcd2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.18320607,0,0,0,60.36050055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abcd3,0,0,0,0,0,0,0,0,0,0,36.26511257,23.80956046,5.050482204,0,38.49462465,98.95929852,19.87312388,51.00578519,0,0,148.1861656,51.53349489,63.96056279,36.93850808,0,0,7.719965585,115.3014946,0,73.47261026,44.4409233,0,0,0,13.86781261,61.00899804,0,0,0,0,64.07772706,89.28485061,24.06546268,75.5387364,133.5331657,44.02282627,87.78364183,54.08394977,0,0,0,0,0,0,55.79276661,0,43.29096357,21.40263952,0,0,69.09244689,66.7213396,45.26794226,9.538710317,0,2.328211023
Abce1,69.76641508,313.0289752,113.8174623,118.5475627,254.3947544,389.8912129,240.0451354,262.1434086,331.2977656,388.2347361,260.3414631,303.9142756,331.8248139,253.4573492,382.7615776,392.3850892,260.4064349,199.0562836,257.5598421,269.4056236,444.3299713,675.1198205,175.0856683,238.2308489,190.7960783,254.0407187,530.7915303,495.279608,547.3231536,591.7197427,444.6986426,294.3892224,513.6864664,358.7665885,180.2583256,162.4592237,420.9663441,399.330882,520.2587266,530.0329495,482.6901923,521.1377653,347.895891,313.0007466,312.8372889,327.3391818,493.1172637,336.075553,224.9590078,86.62536995,369.9265228,276.2282713,204.9604942,161.5016237,108.8325686,135.6228449,360.8861298,257.5137416,48.10040279,139.152183,277.2520532,226.9346417,198.2376337,248.1836937,262.2018577,310.8573851
Abcf1,0,308.7440352,431.3861411,0,428.3318095,275.8691007,432.2428648,369.8008601,340.5260434,225.4948127,402.3494054,379.857497,179.3161782,200.9589161,185.202733,228.3711108,323.5782077,302.5519005,281.8638928,338.8224915,161.9449136,273.2356951,185.0803653,239.8398966,342.8136362,221.4441833,447.8265202,343.8319594,901.4901332,462.2792365,367.5772479,356.1640921,332.2731783,190.8462754,381.8808707,267.3477904,393.7357885,557.2035076,456.3747821,493.3284279,437.0808123,404.9773235,287.5336006,334.781924,244.9780862,294.4867179,309.931074,394.5080368,292.3009786,176.0775784,435.4321362,652.1173467,305.7206391,351.3431077,475.7034994,466.3921942,438.7356108,382.8265959,1073.740825,175.6239233,436.340426,526.3014443,264.9023969,787.8999274,535.9528537,485.4378715
Abcf2,0,0,0,0,185.7833981,322.1384519,113.425801,183.8499553,133.8827515,203.1145418,94.97299406,201.2807052,196.6546519,246.7989036,150.7915052,148.2964,141.522513,92.57236717,201.742941,151.2398227,172.8225427,226.5563667,146.4991468,148.9702861,234.2767195,339.3272045,337.2110012,319.9656355,226.4012854,212.6448746,274.1420129,277.8618555,175.1097032,377.1852947,205.7881295,171.8469338,315.9971061,288.3652684,327.842151,349.7798264,274.9801729,337.7528712,602.7145104,387.7279046,373.1872145,336.0548217,385.5288915,338.8585634,0,0,91.42875691,49.25608946,214.4999914,164.6131141,181.1967177,269.6463238,223.2994418,224.2570347,344.8700139,440.4885287,177.1713719,157.6472962,334.3063404,249.873831,152.4658993,206.1822651
Abcf3,0,0,0,0,41.69770009,0,0,32.44890101,0,0,0,10.72009811,67.06749156,70.75465731,18.49773385,14.91194701,42.07887139,48.74177227,99.43762234,0,34.89301111,72.71027955,13.58542132,11.90782118,0,0,52.56236459,19.64428336,17.7542796,79.33504748,120.2629166,20.81042448,81.77635387,39.98467196,0,0,127.3247292,58.70700749,206.3358907,82.15559184,86.00116153,57.05356317,93.84831298,110.1114702,103.0739883,43.22489755,69.48896795,43.82547426,113.9375273,62.86911156,112.1272811,12.75869016,53.25793794,11.05671786,348.0500943,118.2916262,44.73727893,44.62695005,0,45.17639849,11.27803305,11.74917139,93.48898254,60.45104329,21.88825761,24.85004775
Abcg2,437.1846788,0,181.7896938,0,179.1895552,114.7070578,24.4099505,0,36.14479396,83.90992561,68.68764953,58.51661876,30.22248576,0,80.48439565,24.64036119,54.13887913,37.88934106,0,44.13323692,20.5748098,62.53335182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.83766759,0,0,0,17.30163388,63.03706223,0,0,5.882618629,21.67549085,0,18.8022217,26.49679913,48.19695714,90.21184724,83.84437258,89.19176097,84.53429938,79.42571637,93.32642782,100.183808,61.37554829,0,0,58.19054885,33.24463263,10.11394319,9.014661672,16.0940536,23.05335985
Abcg3,0,0,0,0,68.73718917,25.77725616,0,0,0,0,0,14.85195815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.90565996,25.55179219,29.24117378,24.14168643,0,0,26.28643557,0,0,0,0,0,0,0,0,0
Abhd10,0,0,0,0,41.58337283,62.57225648,0,0,0,0,0,31.58955617,0,0,0,0,0,16.26389294,0,50.14003281,0,65.46189328,7.403129668,17.39781068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.14663948,0,0,0,0,0,0,0,0,0
Abhd11,36.28766894,84.80829202,140.4584482,0,41.52205847,37.00416747,96.93986532,47.44566271,57.27726138,54.61455661,101.7809411,22.79953819,27.63666517,15.34777762,95.84540373,130.5457584,69.08843193,47.80503002,0,99.85584674,30.2649088,40.59482262,85.38639983,20.62393118,12.97086317,0,72.56152402,63.40226902,91.25043839,27.00523025,73.2045794,22.85232058,0,13.17614189,38.90865599,41.75522593,44.63214891,28.02568812,0,0,59.65220753,53.94348301,20.86651858,48.8118539,26.24510109,27.95448135,44.57788459,34.61644391,0,0,47.13928956,65.55863157,41.74572401,21.43751285,0,0,49.5511216,73.86417899,0,0,77.65285594,38.31038325,0,0,32.19741052,33.5723331
Abhd12,0,0,0,0,12.38375394,0,0,0,0,0,13.72213346,14.60850021,39.75892234,0,23.99527628,64.87450407,44.71614036,74.16364689,44.36774245,0,49.07531296,90.0722749,21.6356612,18.62819099,0,0,0,0,0,0,0,17.37022286,0,25.03971529,0,26.73778631,0,0,0,0,0,0,22.63922018,28.84391109,71.99823063,0,73.00318918,71.67839901,12.24958985,20.13332704,0,0,101.531561,50.77176629,32.97463256,0,24.69445065,61.3721463,0,12.76743122,0,65.31288846,22.66227656,20.81737655,0,0
Abhd14a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.03153107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2603599,0,10.17058542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abhd14b,314.2452471,414.8922275,95.90251481,442.5382592,359.5162661,315.3322611,214.22728,265.9838121,198.7230217,298.2749728,364.265024,286.240903,197.7413019,136.5295828,148.3640171,152.813739,382.0816098,338.072797,208.9446218,180.5335032,104.8598044,120.8814224,281.2083229,302.9913208,91.67519392,142.7543435,182.3748234,228.4165662,163.3613727,249.1893383,151.3663838,160.6181087,186.7011221,111.3737911,166.6363799,216.3276157,65.97026547,105.8759754,0,0,209.5001954,184.1340489,154.8263184,75.26912082,0,55.4088378,0,123.8524435,444.1418093,388.9619831,351.3339652,347.7816581,342.9897586,298.2392215,245.4892374,253.7543745,260.0599571,293.2474041,220.3718697,216.2721284,202.9239274,263.1538592,254.139455,181.8583476,230.948587,266.3102995
Abhd16a,0,0,0,0,57.85702074,32.76264949,0,0,0,0,30.13306076,39.07779978,0,0,33.39767408,48.60665421,45.16732648,16.45248585,0,19.58411592,89.92248808,137.6206877,0,33.13369548,0,0,0,0,0,0,62.78023052,19.41918633,0,57.58312613,0,64.13366278,0,0,0,0,58.90657135,67.57699157,57.68034595,0,0,0,0,20.01358352,0,0,24.89118481,75.38270866,35.34400065,57.23959188,0,0,61.58189336,71.69402086,0,0,54.12370269,13.80839098,0,0,19.61717094,0
