Spot ID,ET10 vs ST12,ET10 vs ET14,ET10 vs ET16,ET10 vs ET18,ET10 vs NB,ET10 vs 1w,ET10 vs 2w,ET10 vs 4w,ET 10 vs 8w,ET10 vs 14w,ET10 vs 22w,ET10 vs 42w,ET10 vs 75w,ET10 vs 100w,ET12 vs ET14,ET12 vs ET16,ET12 vs ET18,ET12 vs NB,ET12 vs 1w,ET12 vs 2w,ET12 vs 4w,ET 12 vs 8w,ET12 vs 14w,ET12 vs 22w,ET12 vs 42w,ET12 vs 75w,ET12 vs 100w,ET14 vs ET16,ET14 vs ET18,ET14 vs NB,ET14 vs 1w,ET14 vs 2w,ET14 vs 4w,ET 14 vs 8w,ET14 vs 14w,ET14 vs 22w,ET14 vs 42w,ET14 vs 75w,ET14 vs 100w,ET16 vs ET18,ET16 vs NB,ET16 vs 1w,ET16 vs 2w,ET16 vs 4w,ET 16 vs 8w,ET16 vs 14w,ET16 vs 22w,ET16 vs 42w,ET16 vs 75w,ET16 vs 100w,ET18 vs NB,ET18 vs 1w,ET18 vs 2w,ET18 vs 4w,ET 18 vs 8w,ET18 vs 14w,ET18 vs 22w,ET18 vs 42w,ET18 vs 75w,ET18 vs 100w,NB vs 1w,NB vs 2w,NB vs 4w,NB vs 8w,NB vs 14w,NB vs 22w,NB vs 42w,NB vs 75w,NB vs 100w,1w vs 2w,1w vs 4w,1w vs 8w,1w vs 14w,1w vs 22w,1w vs 42w,1w vs 75w,1w vs 100w,2w vs 4w,2w vs 8w,2w vs 14w,2w vs 22w,2w vs 42w,2w vs 75w,2w vs 100w,4w vs 8w,4w vs 14w,4w vs 22w,4w vs 42w,4w vs 75w,4w vs 100w,8w vs 14w,8w vs 22w,8w vs 42w,8w vs 75w,8w vs 100w,14w vs 22w,14w vs 42w,14w vs 75w,14w vs 100w,22w vs 42w,22w vs 75w,22w vs 100w,42w vs 75w,42w vs 100w,75w vs 100w
1404,0.019 ,,,,,,0.000 ,0.000 ,0.001 ,0.000 ,0.001 ,0.001 ,,0.000 ,,0.007 ,,0.003 ,,,,,,,,,,,,,,0.000 ,0.006 ,0.004 ,0.004 ,0.008 ,0.005 ,,0.000 ,,,,0.000 ,0.006 ,0.004 ,0.005 ,0.006 ,0.005 ,,0.000 ,,,0.019 ,,,,,,,0.013 ,,0.000 ,0.009 ,0.005 ,0.006 ,0.008 ,0.006 ,,0.000 ,0.033 ,,,,,,,0.034 ,,,,,,0.023 ,,,,,,,,,,,,,,,,,,,,,,0.016 
1459,0.009 ,0.023 ,0.000 ,0.002 ,0.000 ,0.003 ,,0.011 ,0.039 ,0.004 ,0.000 ,0.010 ,0.029 ,0.030 ,,0.000 ,0.000 ,0.000 ,,,,,0.000 ,0.000 ,,,,0.000 ,0.006 ,0.000 ,,,,,0.024 ,0.000 ,,,,0.005 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.035 ,0.000 ,0.000 ,0.000 ,,0.007 ,0.000 ,0.004 ,0.004 ,0.039 ,0.020 ,0.005 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.010 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.013 ,0.007 ,0.023 ,0.000 ,,,,,,0.005 ,0.000 ,,,,,0.009 ,0.000 ,,,,0.007 ,0.000 ,,,,0.000 ,0.012 ,0.004 ,0.012 ,0.000 ,0.000 ,0.000 ,,,
1468,,0.012 ,0.000 ,0.000 ,0.000 ,0.004 ,0.007 ,,,0.000 ,0.000 ,0.006 ,0.049 ,,0.006 ,0.000 ,0.000 ,0.000 ,0.005 ,0.010 ,,,0.000 ,0.002 ,0.002 ,0.001 ,0.006 ,0.000 ,0.000 ,0.000 ,,0.001 ,,0.007 ,0.000 ,0.000 ,,,,,0.025 ,0.000 ,,0.000 ,0.000 ,,0.029 ,0.000 ,0.000 ,0.000 ,,0.000 ,0.017 ,0.000 ,0.000 ,,0.008 ,0.000 ,0.000 ,0.000 ,0.000 ,0.013 ,0.000 ,0.000 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,,0.001 ,0.000 ,0.000 ,,,,0.006 ,0.007 ,,,0.001 ,0.000 ,0.000 ,,0.000 ,0.001 ,0.042 ,,,0.000 ,0.000 ,0.004 ,0.046 ,,0.028 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,,,
1472,,,0.000 ,0.000 ,0.000 ,0.000 ,0.006 ,0.002 ,0.000 ,,0.000 ,0.003 ,0.000 ,0.013 ,,0.000 ,0.000 ,0.000 ,0.013 ,0.005 ,0.003 ,0.000 ,,0.000 ,0.005 ,0.000 ,0.003 ,0.000 ,0.000 ,0.000 ,0.008 ,0.038 ,0.012 ,0.000 ,,0.000 ,0.017 ,0.000 ,,0.034 ,0.000 ,0.000 ,0.000 ,0.001 ,0.003 ,0.000 ,0.001 ,0.001 ,0.000 ,0.002 ,0.016 ,0.000 ,0.000 ,0.002 ,,0.000 ,,0.002 ,0.000 ,0.002 ,0.000 ,0.001 ,0.002 ,,0.000 ,,0.001 ,0.000 ,0.026 ,,,0.000 ,0.001 ,0.000 ,,0.003 ,,,0.005 ,0.009 ,0.005 ,,,,0.015 ,0.004 ,0.013 ,,,,0.000 ,,0.013 ,0.000 ,,0.000 ,0.005 ,0.000 ,0.017 ,0.011 ,0.000 ,,,,
1489,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.019 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.009 ,0.003 ,0.020 ,0.000 ,0.014 ,,0.012 ,0.009 ,0.045 ,0.000 ,0.000 ,0.002 ,0.002 ,0.002 ,0.005 ,,0.008 ,0.001 ,0.000 ,0.023 ,0.004 ,0.001 ,0.009 ,,0.031 ,0.014 ,0.000 ,0.015 ,,0.002 ,0.023 ,,0.000 ,0.001 ,,,0.000 ,,0.034 ,0.000 ,,,0.011 ,0.013 ,,0.000 ,,0.009 ,0.000 ,,,0.025 ,0.037 ,0.000 ,,0.001 ,0.000 ,,,0.001 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.002 ,0.000 ,,,0.010 ,,0.001 ,0.008 ,0.011 ,0.000 ,0.000 ,0.001 ,0.001 ,0.000 ,0.000 ,,,,0.001 ,0.020 ,
1494,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.005 ,0.013 ,0.025 ,0.000 ,0.024 ,0.022 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.005 ,0.013 ,0.000 ,0.000 ,0.000 ,0.000 ,,,,0.018 ,,0.002 ,0.000 ,0.000 ,,0.002 ,0.000 ,0.000 ,,,0.001 ,,0.000 ,0.000 ,0.000 ,,0.000 ,0.000 ,0.000 ,0.010 ,0.001 ,0.028 ,0.000 ,0.000 ,0.000 ,,0.000 ,0.000 ,0.000 ,0.001 ,,0.000 ,0.000 ,0.000 ,,0.000 ,0.000 ,0.000 ,0.021 ,0.010 ,0.000 ,0.000 ,0.012 ,0.012 ,0.002 ,0.002 ,0.002 ,0.000 ,0.000 ,,0.002 ,0.000 ,0.000 ,0.012 ,0.008 ,0.001 ,,,,,0.000 ,,,0.000 ,0.000 ,0.043 ,,0.000 ,0.002 ,0.000 ,0.000 ,,0.034 ,0.007 
1496,,,,,,,0.002 ,0.035 ,0.002 ,,,0.004 ,,,,,,,,0.000 ,,,,,,,,,,,,0.002 ,,,,,,,,,,,0.002 ,0.040 ,0.009 ,,,0.013 ,,,,,0.000 ,,,,,,,,,0.000 ,,0.027 ,,,0.001 ,,,0.002 ,0.020 ,0.001 ,0.016 ,,0.005 ,,,0.002 ,0.002 ,0.002 ,0.003 ,0.003 ,0.000 ,0.000 ,,,,0.002 ,0.025 ,,0.001 ,,0.000 ,0.014 ,,,0.001 ,,,,,,0.010 ,,
1501,0.016 ,0.000 ,,0.004 ,0.000 ,0.000 ,,,0.004 ,,0.001 ,,,,0.033 ,,0.000 ,0.000 ,0.000 ,0.005 ,0.016 ,0.000 ,0.008 ,0.000 ,0.019 ,0.002 ,0.008 ,0.007 ,0.000 ,0.000 ,0.000 ,0.026 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.004 ,0.003 ,0.004 ,0.000 ,0.003 ,,,0.025 ,,0.004 ,,,,,,,0.004 ,0.026 ,0.005 ,,0.004 ,0.007 ,0.000 ,0.002 ,,0.000 ,0.000 ,0.000 ,0.004 ,0.000 ,0.000 ,0.000 ,,0.000 ,0.005 ,0.000 ,,0.000 ,,0.008 ,,,,,,,0.020 ,0.002 ,,0.000 ,,,,0.004 ,0.009 ,0.002 ,,,0.001 ,,,,0.000 ,,0.006 ,,,
1510,,0.007 ,0.001 ,0.000 ,0.000 ,0.039 ,0.001 ,0.000 ,0.001 ,0.005 ,0.034 ,,,,0.001 ,0.000 ,0.000 ,0.000 ,0.002 ,0.000 ,0.000 ,0.000 ,0.002 ,0.004 ,0.003 ,0.019 ,0.003 ,0.003 ,0.000 ,0.000 ,,0.006 ,0.000 ,0.032 ,0.000 ,,,,,0.023 ,,,,,0.012 ,0.000 ,0.005 ,,,,0.010 ,0.003 ,,0.026 ,0.002 ,0.000 ,0.000 ,0.014 ,0.001 ,0.036 ,0.012 ,,,0.003 ,0.000 ,0.000 ,,0.020 ,,0.024 ,,,0.005 ,,,,,,0.021 ,0.000 ,0.005 ,,0.010 ,,0.001 ,0.000 ,0.002 ,,,,0.000 ,,,,,0.002 ,0.012 ,0.015 ,0.007 ,,,,,,
1530,,0.002 ,0.018 ,,0.043 ,0.024 ,0.000 ,0.040 ,0.004 ,0.006 ,,0.002 ,0.001 ,,0.000 ,0.000 ,0.006 ,0.000 ,,0.000 ,,0.002 ,0.001 ,0.012 ,0.001 ,0.002 ,0.034 ,0.000 ,0.000 ,0.000 ,0.007 ,0.000 ,0.029 ,0.037 ,,0.000 ,,0.001 ,0.000 ,,,0.001 ,0.000 ,0.002 ,0.000 ,0.001 ,0.012 ,0.000 ,0.000 ,0.001 ,,0.008 ,0.000 ,0.009 ,0.001 ,0.001 ,,0.001 ,0.000 ,,0.001 ,0.000 ,0.001 ,0.000 ,0.000 ,,0.000 ,0.000 ,0.003 ,0.000 ,,0.027 ,0.039 ,0.003 ,0.008 ,,0.006 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,,0.011 ,,,0.007 ,,0.000 ,,,0.000 ,0.002 ,,0.020 ,0.000 ,0.000 ,0.000 ,,0.005 ,0.000 ,0.000 
1544,,0.017 ,0.001 ,0.010 ,0.001 ,0.013 ,0.000 ,0.000 ,0.000 ,0.003 ,0.000 ,0.013 ,0.017 ,0.004 ,0.000 ,0.000 ,0.000 ,0.000 ,0.006 ,0.000 ,0.000 ,0.000 ,0.001 ,0.000 ,0.001 ,0.000 ,0.000 ,,,,0.025 ,0.000 ,0.037 ,0.040 ,0.032 ,,0.034 ,0.015 ,0.030 ,,,0.002 ,0.000 ,0.005 ,0.008 ,0.005 ,0.026 ,0.010 ,,,,0.022 ,0.000 ,0.046 ,,0.036 ,,0.038 ,0.049 ,,0.002 ,0.000 ,0.007 ,0.009 ,0.005 ,,0.006 ,0.027 ,,0.000 ,0.007 ,0.007 ,,0.000 ,,,0.014 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,,0.000 ,,,,,0.001 ,,,,0.000 ,,,0.034 ,0.001 ,0.037 ,,,0.038 ,
1548,0.002 ,,0.000 ,0.000 ,0.000 ,0.002 ,0.000 ,0.000 ,0.000 ,0.002 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.000 ,,0.005 ,,,0.002 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,0.010 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.040 ,0.004 ,0.000 ,0.002 ,0.011 ,0.000 ,0.003 ,0.030 ,0.000 ,,,0.015 ,0.000 ,0.021 ,,0.003 ,0.016 ,,0.001 ,,0.002 ,0.000 ,0.002 ,,0.000 ,0.002 ,,0.000 ,,0.000 ,,0.032 ,,,0.021 ,,0.008 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.012 ,0.005 ,,0.009 ,,0.016 ,0.000 ,0.019 ,,0.007 ,,0.034 ,0.001 ,,0.000 ,0.013 ,,0.009 ,0.004 ,,0.000 
1550,,,0.000 ,0.001 ,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,0.001 ,0.000 ,0.003 ,0.000 ,0.001 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,0.000 ,,0.000 ,0.000 ,0.000 ,0.001 ,0.001 ,0.002 ,0.000 ,0.000 ,0.003 ,0.003 ,0.000 ,0.034 ,0.000 ,0.005 ,0.000 ,0.003 ,,,,,0.007 ,,0.000 ,0.027 ,,0.015 ,0.003 ,,,,,,0.008 ,,,,0.003 ,,,0.032 ,,0.001 ,0.009 ,,,0.002 ,,0.004 ,,0.000 ,0.022 ,,0.010 ,0.003 ,,0.020 ,0.025 ,0.002 ,,,,0.002 ,0.004 ,0.002 ,,0.045 ,,0.000 ,,,0.001 ,0.000 ,0.000 ,0.011 ,0.000 ,,,0.000 ,0.000 ,,0.005 ,0.016 
1556,,0.003 ,,0.004 ,0.005 ,0.020 ,,0.016 ,0.007 ,0.000 ,,0.024 ,0.002 ,0.015 ,0.000 ,0.004 ,0.000 ,0.000 ,0.000 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,0.000 ,0.005 ,0.000 ,0.040 ,0.025 ,0.001 ,0.001 ,0.013 ,0.008 ,0.000 ,0.007 ,0.004 ,0.003 ,0.029 ,0.009 ,0.001 ,0.000 ,0.022 ,0.013 ,0.004 ,,,,0.000 ,,0.035 ,0.000 ,,,,0.023 ,,0.000 ,0.015 ,0.001 ,0.000 ,,,0.022 ,,0.000 ,,0.030 ,0.000 ,0.032 ,,,0.026 ,0.000 ,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,,0.000 ,0.040 ,,,0.005 ,0.000 ,0.002 ,,,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.043 ,,,0.027 ,0.002 
1559,,0.029 ,,,,0.003 ,0.000 ,0.001 ,0.001 ,0.000 ,0.000 ,0.005 ,0.000 ,0.000 ,,,,,0.001 ,0.009 ,0.002 ,,0.000 ,0.000 ,0.002 ,0.000 ,0.000 ,,,,,,,,0.008 ,0.001 ,,0.014 ,0.017 ,,,0.007 ,0.005 ,0.001 ,0.005 ,0.000 ,0.000 ,0.010 ,0.000 ,0.000 ,,0.001 ,0.002 ,0.001 ,0.028 ,0.000 ,0.000 ,0.002 ,0.000 ,0.000 ,0.003 ,0.007 ,0.004 ,,0.000 ,0.000 ,0.004 ,0.000 ,0.000 ,0.010 ,,0.029 ,,0.003 ,,,,0.023 ,,0.000 ,0.000 ,0.018 ,0.001 ,0.001 ,0.005 ,0.002 ,0.001 ,,,,0.000 ,0.000 ,0.046 ,0.000 ,0.002 ,0.002 ,,0.001 ,0.002 ,0.003 ,0.000 ,0.000 ,,,
1569,0.043 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.030 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,0.009 ,0.000 ,0.005 ,0.034 ,,0.018 ,0.002 ,,0.049 ,,0.037 ,0.010 ,0.000 ,0.002 ,0.000 ,0.001 ,0.001 ,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,,,0.026 ,,,0.000 ,0.030 ,,0.005 ,0.004 ,,0.011 ,0.001 ,0.016 ,0.000 ,0.000 ,0.008 ,0.000 ,0.001 ,0.034 ,0.005 ,0.005 ,0.000 ,0.001 ,0.018 ,0.001 ,0.005 ,,,0.000 ,,,,,,0.000 ,,,,,0.000 ,0.010 ,,0.015 ,,0.000 ,0.000 ,0.000 ,0.000 ,,,,,,
1579,,0.014 ,,,,,0.019 ,0.003 ,0.000 ,0.028 ,0.013 ,0.001 ,0.000 ,0.017 ,,,,,,0.016 ,0.004 ,0.000 ,,0.007 ,0.000 ,0.000 ,0.005 ,0.003 ,,0.014 ,,0.000 ,0.031 ,0.001 ,,,0.005 ,0.020 ,,,0.030 ,0.018 ,0.000 ,0.001 ,0.000 ,0.005 ,0.009 ,0.001 ,0.000 ,0.017 ,,,0.019 ,,0.031 ,,,0.029 ,,,,0.000 ,0.000 ,0.000 ,,0.002 ,0.000 ,0.000 ,0.010 ,0.001 ,0.009 ,0.001 ,,0.047 ,0.003 ,0.004 ,,0.000 ,0.000 ,0.000 ,0.002 ,0.000 ,0.000 ,0.002 ,0.010 ,0.011 ,,0.026 ,,,0.001 ,0.041 ,,0.013 ,0.040 ,,0.003 ,0.007 ,,,,,0.016 ,0.033 ,
1583,,0.001 ,0.040 ,,0.000 ,,0.000 ,,0.009 ,0.005 ,,,,,0.000 ,,,0.021 ,,0.000 ,,0.002 ,0.001 ,0.029 ,0.008 ,0.007 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,0.001 ,0.026 ,0.002 ,0.023 ,0.000 ,0.011 ,,,,0.006 ,,0.001 ,0.001 ,0.012 ,0.012 ,0.001 ,,,,,,0.004 ,0.002 ,0.018 ,0.008 ,0.002 ,0.027 ,0.001 ,0.005 ,0.036 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.009 ,0.001 ,,0.000 ,0.001 ,0.020 ,0.020 ,0.003 ,,0.004 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.003 ,0.002 ,0.027 ,0.021 ,0.003 ,,,,,0.004 ,,0.024 ,,0.001 ,,,,,,,
1588,,0.000 ,0.001 ,0.011 ,0.002 ,,0.009 ,0.000 ,0.001 ,,0.002 ,0.000 ,0.013 ,0.001 ,0.000 ,0.005 ,0.003 ,0.002 ,,0.001 ,0.009 ,0.007 ,,0.001 ,0.001 ,0.015 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,,0.001 ,0.001 ,0.000 ,0.000 ,0.013 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.005 ,0.000 ,0.000 ,0.000 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,0.042 ,0.000 ,0.000 ,0.000 ,0.000 ,0.012 ,0.001 ,0.002 ,,0.002 ,0.000 ,0.023 ,0.002 ,,,0.004 ,,,,,,0.001 ,,0.014 ,,,0.001 ,,0.038 ,,,0.001 ,0.000 ,0.004 ,0.000 ,,,,0.029 ,,
1590,0.026 ,0.015 ,0.000 ,,0.008 ,0.000 ,0.015 ,,0.010 ,,0.045 ,0.001 ,0.000 ,0.021 ,0.001 ,0.000 ,0.042 ,0.018 ,0.001 ,0.000 ,0.032 ,0.000 ,0.002 ,0.001 ,0.005 ,0.001 ,,0.000 ,0.031 ,0.001 ,0.000 ,,0.000 ,,0.011 ,,0.000 ,0.000 ,0.000 ,,0.001 ,0.002 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,,,0.029 ,,0.028 ,0.042 ,0.037 ,,,0.016 ,,0.001 ,0.009 ,0.001 ,0.002 ,0.002 ,,,0.005 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.048 ,0.001 ,0.000 ,0.001 ,,0.025 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,0.005 ,0.000 ,0.000 ,0.028 ,0.002 ,,0.000 ,0.000 ,0.000 ,,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,,0.001 ,0.000 
1601,,0.000 ,0.000 ,0.000 ,0.000 ,,0.031 ,,0.015 ,0.000 ,0.000 ,,,0.000 ,0.000 ,0.012 ,0.000 ,0.000 ,,,,,0.000 ,0.002 ,0.048 ,0.021 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,,0.001 ,0.002 ,,0.002 ,0.000 ,0.001 ,,,0.004 ,,0.000 ,0.000 ,0.006 ,0.000 ,0.000 ,0.004 ,,0.020 ,0.001 ,0.000 ,0.000 ,0.003 ,0.000 ,0.000 ,0.002 ,,0.014 ,0.001 ,0.031 ,,,0.000 ,0.000 ,,,0.000 ,0.009 ,0.013 ,0.001 ,0.000 ,0.006 ,0.001 ,0.000 ,,0.000 ,0.004 ,,,0.000 ,0.000 ,0.000 ,,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.008 ,,,0.003 ,0.000 
1606,,,,,0.024 ,0.043 ,0.001 ,,,0.002 ,,,0.001 ,0.000 ,,,,0.001 ,0.016 ,0.000 ,0.025 ,0.037 ,0.000 ,0.034 ,,0.000 ,0.000 ,,,0.002 ,0.020 ,,0.024 ,0.028 ,0.043 ,0.026 ,0.036 ,0.001 ,0.000 ,,,,0.000 ,,,0.001 ,,,0.002 ,0.000 ,,,0.000 ,,,0.001 ,,,,0.044 ,,0.000 ,,,0.000 ,,,,,0.000 ,,,0.000 ,,,,0.004 ,0.000 ,0.000 ,,0.000 ,0.000 ,0.000 ,0.000 ,,0.000 ,,,,0.003 ,0.001 ,,,0.013 ,0.001 ,0.000 ,0.001 ,0.000 ,0.000 ,,0.002 ,0.000 ,0.036 ,0.001 ,0.004 
1607,,0.046 ,0.017 ,0.001 ,0.000 ,0.022 ,0.001 ,0.007 ,0.022 ,0.010 ,0.012 ,0.016 ,0.000 ,0.000 ,0.003 ,0.000 ,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,,0.002 ,,,,,,,,,0.000 ,,,,,,,,,,,0.012 ,,,,,,,,,,0.015 ,0.019 ,0.001 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.004 ,,,,,,,,,0.002 ,,,,,,,0.000 ,0.038 ,,,0.044 ,,0.006 ,,,,0.025 ,0.000 ,,,,0.000 ,,,0.000 ,0.043 ,0.000 ,0.000 
1614,0.023 ,,0.012 ,0.000 ,0.000 ,,,,,0.032 ,0.000 ,,,,,0.000 ,0.000 ,0.000 ,,0.045 ,,0.002 ,,0.000 ,,0.012 ,,0.008 ,0.000 ,0.000 ,,,,,0.014 ,0.000 ,,,,,,0.006 ,0.000 ,0.007 ,0.012 ,0.004 ,,0.007 ,0.000 ,0.000 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.003 ,0.000 ,0.000 ,0.000 ,,,0.016 ,0.002 ,0.000 ,,,,,,0.017 ,0.000 ,,,,,,0.000 ,,,,0.002 ,0.000 ,,,0.023 ,0.000 ,,0.007 ,,0.000 ,0.000 ,0.000 ,,,
1615,0.001 ,,0.001 ,0.001 ,0.000 ,,0.006 ,,,,0.025 ,,,,,0.000 ,0.000 ,0.000 ,0.000 ,,0.000 ,0.008 ,0.000 ,,0.003 ,0.000 ,0.015 ,0.000 ,0.000 ,0.000 ,,,0.016 ,,0.011 ,,,0.012 ,,,,0.001 ,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.001 ,0.000 ,0.001 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.002 ,,,,0.012 ,0.040 ,,,0.001 ,0.038 ,0.000 ,,,0.000 ,0.025 ,,,0.000 ,0.000 ,,,,,,,,0.000 ,0.000 ,,,0.001 ,0.001 ,,0.007 ,,
1617,,0.000 ,0.000 ,0.000 ,0.000 ,,0.000 ,,,0.000 ,0.000 ,0.026 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.000 ,,,0.000 ,0.000 ,,,0.000 ,0.000 ,0.019 ,,0.000 ,,0.000 ,0.000 ,0.001 ,0.004 ,0.000 ,0.000 ,0.000 ,,,0.000 ,,0.000 ,0.000 ,,0.000 ,0.000 ,0.000 ,0.000 ,,0.000 ,,0.000 ,0.000 ,0.011 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.000 ,0.000 ,,,0.000 ,0.000 ,0.000 ,0.000 ,,,0.000 ,0.000 ,,,0.000 ,0.000 ,0.000 ,0.025 ,,0.000 ,0.000 ,0.000 ,,0.000 ,0.000 ,,,0.000 ,0.000 ,0.000 ,0.034 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.000 ,0.000 
1619,,0.000 ,,,0.005 ,0.017 ,0.000 ,0.004 ,0.004 ,0.000 ,0.011 ,0.004 ,0.000 ,,0.000 ,0.031 ,0.001 ,0.000 ,0.002 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.000 ,0.000 ,0.033 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.001 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.015 ,0.030 ,0.000 ,0.005 ,0.005 ,0.000 ,0.005 ,0.006 ,0.000 ,,0.019 ,0.047 ,0.000 ,0.001 ,0.002 ,0.000 ,0.000 ,0.001 ,0.000 ,,,0.000 ,0.005 ,0.020 ,0.000 ,0.000 ,0.009 ,0.003 ,0.031 ,0.000 ,0.010 ,0.000 ,0.000 ,0.000 ,0.008 ,0.004 ,,0.000 ,0.000 ,0.016 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.000 ,0.000 ,,,0.007 ,0.000 ,0.000 ,,,0.019 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.012 ,,0.011 ,0.001 
1631,,,0.000 ,0.000 ,0.000 ,0.026 ,,,0.001 ,,0.023 ,0.001 ,0.000 ,0.046 ,,0.000 ,0.000 ,0.000 ,,,,0.004 ,,0.007 ,0.003 ,0.001 ,,0.000 ,0.000 ,0.000 ,0.008 ,,0.021 ,0.000 ,0.037 ,0.049 ,0.000 ,0.000 ,0.002 ,,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.031 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,,,,0.004 ,0.049 ,,0.034 ,,0.046 ,,,0.043 ,0.008 ,,0.025 ,,0.007 ,0.021 ,0.013 ,,,0.001 ,,,0.000 ,0.010 ,,,,0.001 ,0.000 ,0.000 ,,0.000 ,0.000 
